tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id,intent,brand_reply,order_id
100129,cust_129,True,2024-08-18,"@ShopHelp refund for 711484 still hasn't hit my card after 4 days, your policy says 5-7 business days",200129,,refund_request,Apologies for the inconvenience — please DM your order number and we'll check the refund status and escalate if it's past the window. ^RT,711484
100130,cust_130,True,2024-02-24,"@ShopHelp sneakers from order 943718 is missing parts, can barely use it",200130,,product_defect,So sorry to hear that! Please DM us your order number and a photo of the issue so we can arrange a replacement or refund. ^AS,943718
100131,cust_131,True,2024-08-19,"@ShopHelp why is it so hard to get a human on the phone, this app is a mess",200131,,general_complaint,That's not the experience we want you to have — please DM us so we can dig into this personally. ^RT,716113
100132,cust_132,True,2024-06-28,@ShopHelp any update on order 503380? it's been 10 days,200132,,order_status,"Hey there, we understand the concern. Please send us a DM with your order # and email on file and we'll investigate right away. ^RT",503380
100133,cust_133,True,2024-01-28,"@ShopHelp this is unacceptable, order 833247 was supposed to arrive 6 days ago and now tracking just stopped updating",200133,,delivery_issue,So sorry to hear that! Send us a DM with order #833247 and we'll start a lost package claim right away. ^RT,833247
100134,cust_134,True,2024-05-17,"@ShopHelp please cancel order 916118, hasn't shipped yet I hope",200134,,cancellation,We can help with that — DM us your account email and we'll walk you through cancelling the subscription. ^RT,916118
100135,cust_135,True,2024-03-13,"@ShopHelp laptop stand from order 469435 is missing parts, can barely use it",200135,,product_defect,That's not the experience we want for you — DM us order #469435 with photos and we'll get this sorted quickly. ^KM,469435
100136,cust_136,True,2024-06-14,@ShopHelp how do I cancel my subscription? can't find the option anywhere on the app,200136,,cancellation,No problem! DM us your order number right away — if it hasn't shipped yet we can cancel it for you. ^AS,777737
100137,cust_137,True,2024-03-27,@ShopHelp any update on order 409445? it's been 7 days,200137,,order_status,Hi! Sorry for the wait — let's take a look. Can you DM us your order number and zip code so we can check the latest tracking update? ^KM,409445
100138,cust_138,True,2024-05-25,@ShopHelp how do I cancel my subscription? can't find the option anywhere on the app,200138,,cancellation,No problem! DM us your order number right away — if it hasn't shipped yet we can cancel it for you. ^AS,483629
100139,cust_139,True,2024-03-17,"@ShopHelp fast shipping on order 409478, really impressed, will order again",200139,,praise_feedback,"That means a lot, thank you for sharing! 😊 ^AS",409478
100140,cust_140,True,2024-07-10,@ShopHelp how do I cancel my subscription? can't find the option anywhere on the app,200140,,cancellation,No problem! DM us your order number right away — if it hasn't shipped yet we can cancel it for you. ^AS,859396
100141,cust_141,True,2024-07-21,"@ShopHelp courier marked 229592 as delivered 10 days ago, nothing on my porch, checked with neighbors too",200141,,delivery_issue,We hate to hear that — please DM your order number and a photo of the damage so we can process a replacement. ^AS,229592
100142,cust_142,True,2024-06-17,"@ShopHelp just checking in on my order 345180, still says processing",200142,,order_status,Thanks for flagging this! Could you DM us order #345180 along with your shipping address so we can pull up the exact status? ^AS,345180
100143,cust_143,True,2024-02-14,"@ShopHelp sneakers from order 766269 is missing parts, can barely use it",200143,,product_defect,That's not the experience we want for you — DM us order #766269 with photos and we'll get this sorted quickly. ^KM,766269
100144,cust_144,True,2024-04-27,@ShopHelp hey where is my order #139019? placed it 6 days ago and tracking hasn't moved,200144,,order_status,Hi! Sorry for the wait — let's take a look. Can you DM us your order number and zip code so we can check the latest tracking update? ^KM,139019
100145,cust_145,True,2024-03-23,"@ShopHelp tracking says 'label created' for 7 days now on order 575679, is it actually shipped??",200145,,order_status,Thanks for flagging this! Could you DM us order #575679 along with your shipping address so we can pull up the exact status? ^AS,575679
100146,cust_146,True,2024-01-21,"@ShopHelp order 974190 arrived with a cracked screen on the speaker, box looked fine so it must've shipped that way",200146,,product_defect,That's not the experience we want for you — DM us order #974190 with photos and we'll get this sorted quickly. ^KM,974190
100147,cust_147,True,2024-06-27,@ShopHelp hey where is my order #566297? placed it 5 days ago and tracking hasn't moved,200147,,order_status,Thanks for flagging this! Could you DM us order #566297 along with your shipping address so we can pull up the exact status? ^AS,566297
100148,cust_148,True,2024-04-13,@ShopHelp how do I cancel my subscription? can't find the option anywhere on the app,200148,,cancellation,We can help with that — DM us your account email and we'll walk you through cancelling the subscription. ^RT,776149
100149,cust_149,True,2024-01-11,"@ShopHelp why is it so hard to get a human on the phone, this app is a mess",200149,,general_complaint,We're really sorry to hear that and we want to make this right. Can you DM us more details so we can look into what happened? ^KM,964226
100150,cust_150,True,2024-09-16,"@ShopHelp I was charged twice for order 355400, please refund the duplicate charge immediately",200150,,billing_dispute,We're sorry about that! Please DM your order number and the last 4 digits of the card charged so we can investigate the duplicate/incorrect charge. ^KM,355400
100151,cust_151,True,2024-05-14,"@ShopHelp the coffee maker I got in order 952547 stopped working after 2 days, this is so disappointing",200151,,product_defect,So sorry to hear that! Please DM us your order number and a photo of the issue so we can arrange a replacement or refund. ^AS,952547
100152,cust_152,True,2024-03-10,"@ShopHelp just wanted to say your support team was super helpful resolving my order 666456 today, thank you!",200152,,praise_feedback,"That means a lot, thank you for sharing! 😊 ^AS",666456
100153,cust_153,True,2024-03-18,"@ShopHelp courier marked 926730 as delivered 5 days ago, nothing on my porch, checked with neighbors too",200153,,delivery_issue,"That's really frustrating, we're sorry. Please DM us your order number and address so we can open a carrier investigation and get this resolved. ^KM",926730
100154,cust_154,True,2024-02-25,@ShopHelp hey where is my order #877747? placed it 8 days ago and tracking hasn't moved,200154,,order_status,Thanks for flagging this! Could you DM us order #877747 along with your shipping address so we can pull up the exact status? ^AS,877747
100155,cust_155,True,2024-09-17,"@ShopHelp I returned item from order 479625 over 2 weeks ago and still no refund, this is ridiculous",200155,,refund_request,Apologies for the inconvenience — please DM your order number and we'll check the refund status and escalate if it's past the window. ^RT,479625
100156,cust_156,True,2024-01-25,"@ShopHelp really disappointed with my experience lately, used to love shopping here",200156,,general_complaint,We're really sorry to hear that and we want to make this right. Can you DM us more details so we can look into what happened? ^KM,145471
100157,cust_157,True,2024-02-12,"@ShopHelp please cancel order 546980, hasn't shipped yet I hope",200157,,cancellation,We can help with that — DM us your account email and we'll walk you through cancelling the subscription. ^RT,546980
100158,cust_158,True,2024-09-20,"@ShopHelp courier marked 255539 as delivered 3 days ago, nothing on my porch, checked with neighbors too",200158,,delivery_issue,We hate to hear that — please DM your order number and a photo of the damage so we can process a replacement. ^AS,255539
100159,cust_159,True,2024-07-13,"@ShopHelp this is unacceptable, order 726410 was supposed to arrive 14 days ago and now tracking just stopped updating",200159,,delivery_issue,We hate to hear that — please DM your order number and a photo of the damage so we can process a replacement. ^AS,726410
100160,cust_160,True,2024-04-23,"@ShopHelp charged $89 more than what the checkout page showed for order 219971, this better get fixed",200160,,billing_dispute,That shouldn't happen — DM us order #219971 and we'll look into the charge discrepancy right away. ^RT,219971
100161,cust_161,True,2024-07-20,@ShopHelp my package for order 575528 shows delivered but I never got it. This is the second time this month!!,200161,,delivery_issue,So sorry to hear that! Send us a DM with order #575528 and we'll start a lost package claim right away. ^RT,575528
100162,cust_162,True,2024-02-12,"@ShopHelp the watch I got in order 492483 stopped working after 2 days, this is so disappointing",200162,,product_defect,So sorry to hear that! Please DM us your order number and a photo of the issue so we can arrange a replacement or refund. ^AS,492483
100163,cust_163,True,2024-02-23,"@ShopHelp I returned item from order 880758 over 2 weeks ago and still no refund, this is ridiculous",200163,,refund_request,Apologies for the inconvenience — please DM your order number and we'll check the refund status and escalate if it's past the window. ^RT,880758
100164,cust_164,True,2024-05-21,"@ShopHelp courier marked 797660 as delivered 8 days ago, nothing on my porch, checked with neighbors too",200164,,delivery_issue,We hate to hear that — please DM your order number and a photo of the damage so we can process a replacement. ^AS,797660
100165,cust_165,True,2024-02-21,"@ShopHelp tracking says 'label created' for 5 days now on order 632060, is it actually shipped??",200165,,order_status,Hi! Sorry for the wait — let's take a look. Can you DM us your order number and zip code so we can check the latest tracking update? ^KM,632060
100166,cust_166,True,2024-07-27,"@ShopHelp please cancel order 485415, hasn't shipped yet I hope",200166,,cancellation,No problem! DM us your order number right away — if it hasn't shipped yet we can cancel it for you. ^AS,485415
100167,cust_167,True,2024-01-15,"@ShopHelp love the new app redesign, so much easier to track orders now",200167,,praise_feedback,We're so glad to hear that! Thanks for the kind words. ^KM,958182
100168,cust_168,True,2024-03-14,"@ShopHelp courier marked 899444 as delivered 6 days ago, nothing on my porch, checked with neighbors too",200168,,delivery_issue,"That's really frustrating, we're sorry. Please DM us your order number and address so we can open a carrier investigation and get this resolved. ^KM",899444
100169,cust_169,True,2024-02-26,"@ShopHelp jacket from order 520252 is missing parts, can barely use it",200169,,product_defect,So sorry to hear that! Please DM us your order number and a photo of the issue so we can arrange a replacement or refund. ^AS,520252
100170,cust_170,True,2024-05-20,@ShopHelp any update on order 540226? it's been 10 days,200170,,order_status,"Hey there, we understand the concern. Please send us a DM with your order # and email on file and we'll investigate right away. ^RT",540226
100171,cust_171,True,2024-01-12,"@ShopHelp I was charged twice for order 695164, please refund the duplicate charge immediately",200171,,billing_dispute,We're sorry about that! Please DM your order number and the last 4 digits of the card charged so we can investigate the duplicate/incorrect charge. ^KM,695164
100172,cust_172,True,2024-05-16,"@ShopHelp this is unacceptable, order 794093 was supposed to arrive 8 days ago and now tracking just stopped updating",200172,,delivery_issue,So sorry to hear that! Send us a DM with order #794093 and we'll start a lost package claim right away. ^RT,794093
100173,cust_173,True,2024-08-26,"@ShopHelp I can't log into my account, keeps saying invalid password even after reset",200173,,account_access,We can help with that — DM us the email on file (not the password) and we'll look into the login issue. ^AS,219346
100174,cust_174,True,2024-01-16,"@ShopHelp backpack from order 147623 is missing parts, can barely use it",200174,,product_defect,So sorry to hear that! Please DM us your order number and a photo of the issue so we can arrange a replacement or refund. ^AS,147623
100175,cust_175,True,2024-02-10,"@ShopHelp courier marked 321494 as delivered 4 days ago, nothing on my porch, checked with neighbors too",200175,,delivery_issue,So sorry to hear that! Send us a DM with order #321494 and we'll start a lost package claim right away. ^RT,321494
100176,cust_176,True,2024-09-27,"@ShopHelp refund for 551574 still hasn't hit my card after 4 days, your policy says 5-7 business days",200176,,refund_request,We're sorry for the delay! Refunds can take 5-7 business days to post once we receive the return. Can you DM your order # so we can verify it's been processed on our end? ^KM,551574
100177,cust_177,True,2024-07-10,"@ShopHelp charged $89 more than what the checkout page showed for order 945362, this better get fixed",200177,,billing_dispute,We're sorry about that! Please DM your order number and the last 4 digits of the card charged so we can investigate the duplicate/incorrect charge. ^KM,945362
100178,cust_178,True,2024-07-19,"@ShopHelp refund for 181644 still hasn't hit my card after 7 days, your policy says 5-7 business days",200178,,refund_request,Apologies for the inconvenience — please DM your order number and we'll check the refund status and escalate if it's past the window. ^RT,181644
100179,cust_179,True,2024-06-12,"@ShopHelp just checking in on my order 121869, still says processing",200179,,order_status,"Hey there, we understand the concern. Please send us a DM with your order # and email on file and we'll investigate right away. ^RT",121869
100180,cust_180,True,2024-07-19,"@ShopHelp refund for 211005 still hasn't hit my card after 5 days, your policy says 5-7 business days",200180,,refund_request,We're sorry for the delay! Refunds can take 5-7 business days to post once we receive the return. Can you DM your order # so we can verify it's been processed on our end? ^KM,211005
100181,cust_181,True,2024-09-26,"@ShopHelp I can't log into my account, keeps saying invalid password even after reset",200181,,account_access,Sorry for the trouble! Please DM the email associated with your account and we'll help unlock/reset it. ^RT,332335
100182,cust_182,True,2024-02-14,@ShopHelp any update on order 913934? it's been 7 days,200182,,order_status,Hi! Sorry for the wait — let's take a look. Can you DM us your order number and zip code so we can check the latest tracking update? ^KM,913934
100183,cust_183,True,2024-08-24,"@ShopHelp order 281926 arrived completely crushed, box was soaking wet too",200183,,delivery_issue,We hate to hear that — please DM your order number and a photo of the damage so we can process a replacement. ^AS,281926
100184,cust_184,True,2024-06-14,"@ShopHelp not receiving the password reset email, checked spam too",200184,,account_access,We can help with that — DM us the email on file (not the password) and we'll look into the login issue. ^AS,896788
100185,cust_185,True,2024-06-26,"@ShopHelp need a refund on order 591699, product is defective, already contacted support twice with no response",200185,,refund_request,We're sorry for the delay! Refunds can take 5-7 business days to post once we receive the return. Can you DM your order # so we can verify it's been processed on our end? ^KM,591699
100186,cust_186,True,2024-05-12,@ShopHelp hey where is my order #584172? placed it 10 days ago and tracking hasn't moved,200186,,order_status,"Hey there, we understand the concern. Please send us a DM with your order # and email on file and we'll investigate right away. ^RT",584172
100187,cust_187,True,2024-08-28,"@ShopHelp speaker from order 996840 is missing parts, can barely use it",200187,,product_defect,That's not the experience we want for you — DM us order #996840 with photos and we'll get this sorted quickly. ^KM,996840
100188,cust_188,True,2024-08-26,@ShopHelp where's my refund for order 930281?? you people took the item back but never gave my money,200188,,refund_request,Apologies for the inconvenience — please DM your order number and we'll check the refund status and escalate if it's past the window. ^RT,930281
100189,cust_189,True,2024-02-26,"Hi @ShopHelp, can you tell me the status of order #164879? No shipping confirmation yet.",200189,,order_status,Thanks for flagging this! Could you DM us order #164879 along with your shipping address so we can pull up the exact status? ^AS,164879
100190,cust_190,True,2024-06-21,"@ShopHelp order 141043 arrived with a cracked screen on the watch, box looked fine so it must've shipped that way",200190,,product_defect,So sorry to hear that! Please DM us your order number and a photo of the issue so we can arrange a replacement or refund. ^AS,141043
100191,cust_191,True,2024-06-12,"@ShopHelp why is it so hard to get a human on the phone, this app is a mess",200191,,general_complaint,We're really sorry to hear that and we want to make this right. Can you DM us more details so we can look into what happened? ^KM,506235
100192,cust_192,True,2024-03-20,"@ShopHelp courier marked 685066 as delivered 8 days ago, nothing on my porch, checked with neighbors too",200192,,delivery_issue,We hate to hear that — please DM your order number and a photo of the damage so we can process a replacement. ^AS,685066
100193,cust_193,True,2024-07-14,"Hi @ShopHelp, can you tell me the status of order #795847? No shipping confirmation yet.",200193,,order_status,Thanks for flagging this! Could you DM us order #795847 along with your shipping address so we can pull up the exact status? ^AS,795847
100194,cust_194,True,2024-03-26,"@ShopHelp order 188834 arrived with a cracked screen on the lamp, box looked fine so it must've shipped that way",200194,,product_defect,That's not the experience we want for you — DM us order #188834 with photos and we'll get this sorted quickly. ^KM,188834
100195,cust_195,True,2024-06-19,"Hi @ShopHelp, can you tell me the status of order #803024? No shipping confirmation yet.",200195,,order_status,Hi! Sorry for the wait — let's take a look. Can you DM us your order number and zip code so we can check the latest tracking update? ^KM,803024
100196,cust_196,True,2024-03-14,@ShopHelp any update on order 324597? it's been 7 days,200196,,order_status,Hi! Sorry for the wait — let's take a look. Can you DM us your order number and zip code so we can check the latest tracking update? ^KM,324597
100197,cust_197,True,2024-09-11,"@ShopHelp just checking in on my order 985447, still says processing",200197,,order_status,Thanks for flagging this! Could you DM us order #985447 along with your shipping address so we can pull up the exact status? ^AS,985447
100198,cust_198,True,2024-03-15,"@ShopHelp order 903531 arrived with a cracked screen on the speaker, box looked fine so it must've shipped that way",200198,,product_defect,So sorry to hear that! Please DM us your order number and a photo of the issue so we can arrange a replacement or refund. ^AS,903531
100199,cust_199,True,2024-06-17,"@ShopHelp I was charged twice for order 908554, please refund the duplicate charge immediately",200199,,billing_dispute,That shouldn't happen — DM us order #908554 and we'll look into the charge discrepancy right away. ^RT,908554
100200,cust_200,True,2024-05-25,"@ShopHelp just wanted to say your support team was super helpful resolving my order 740255 today, thank you!",200200,,praise_feedback,"That means a lot, thank you for sharing! 😊 ^AS",740255
100201,cust_201,True,2024-05-22,@ShopHelp how do I cancel my subscription? can't find the option anywhere on the app,200201,,cancellation,We can help with that — DM us your account email and we'll walk you through cancelling the subscription. ^RT,303440
100202,cust_202,True,2024-01-25,@ShopHelp where's my refund for order 538997?? you people took the item back but never gave my money,200202,,refund_request,Apologies for the inconvenience — please DM your order number and we'll check the refund status and escalate if it's past the window. ^RT,538997
100203,cust_203,True,2024-02-15,"@ShopHelp need to cancel order 681478 ASAP, ordered wrong size",200203,,cancellation,We can help with that — DM us your account email and we'll walk you through cancelling the subscription. ^RT,681478
100204,cust_204,True,2024-08-21,@ShopHelp my package for order 638289 shows delivered but I never got it. This is the second time this month!!,200204,,delivery_issue,"That's really frustrating, we're sorry. Please DM us your order number and address so we can open a carrier investigation and get this resolved. ^KM",638289
100205,cust_205,True,2024-04-22,"@ShopHelp why is it so hard to get a human on the phone, this app is a mess",200205,,general_complaint,That's not the experience we want you to have — please DM us so we can dig into this personally. ^RT,535050
100206,cust_206,True,2024-06-14,@ShopHelp what are your store hours for the downtown location tomorrow?,200206,,other,"Great question! Please check our official Instagram bio for verified giveaway info, we want to make sure you don't get scammed. ^RT",493124
100207,cust_207,True,2024-01-12,"@ShopHelp tracking says 'label created' for 10 days now on order 400814, is it actually shipped??",200207,,order_status,"Hey there, we understand the concern. Please send us a DM with your order # and email on file and we'll investigate right away. ^RT",400814
100208,cust_208,True,2024-07-13,"@ShopHelp just checking in on my order 326130, still says processing",200208,,order_status,Thanks for flagging this! Could you DM us order #326130 along with your shipping address so we can pull up the exact status? ^AS,326130
100209,cust_209,True,2024-07-24,"@ShopHelp I was charged twice for order 349183, please refund the duplicate charge immediately",200209,,billing_dispute,We're sorry about that! Please DM your order number and the last 4 digits of the card charged so we can investigate the duplicate/incorrect charge. ^KM,349183
100210,cust_210,True,2024-09-28,"@ShopHelp just checking in on my order 977330, still says processing",200210,,order_status,Hi! Sorry for the wait — let's take a look. Can you DM us your order number and zip code so we can check the latest tracking update? ^KM,977330
100211,cust_211,True,2024-06-17,@ShopHelp my package for order 250551 shows delivered but I never got it. This is the second time this month!!,200211,,delivery_issue,We hate to hear that — please DM your order number and a photo of the damage so we can process a replacement. ^AS,250551
100212,cust_212,True,2024-09-27,"@ShopHelp order 296412 arrived with a cracked screen on the lamp, box looked fine so it must've shipped that way",200212,,product_defect,So sorry to hear that! Please DM us your order number and a photo of the issue so we can arrange a replacement or refund. ^AS,296412
100213,cust_213,True,2024-01-22,"@ShopHelp refund for 632280 still hasn't hit my card after 14 days, your policy says 5-7 business days",200213,,refund_request,Apologies for the inconvenience — please DM your order number and we'll check the refund status and escalate if it's past the window. ^RT,632280
100214,cust_214,True,2024-04-13,"@ShopHelp just wanted to say your support team was super helpful resolving my order 365971 today, thank you!",200214,,praise_feedback,We're so glad to hear that! Thanks for the kind words. ^KM,365971
100215,cust_215,True,2024-09-20,"@ShopHelp I was charged twice for order 870899, please refund the duplicate charge immediately",200215,,billing_dispute,That shouldn't happen — DM us order #870899 and we'll look into the charge discrepancy right away. ^RT,870899
100216,cust_216,True,2024-03-12,"@ShopHelp there's a charge on my card from you that I don't recognize at all, order 283594?? I never ordered this",200216,,billing_dispute,We're sorry about that! Please DM your order number and the last 4 digits of the card charged so we can investigate the duplicate/incorrect charge. ^KM,283594
100217,cust_217,True,2024-04-11,"@ShopHelp I can't log into my account, keeps saying invalid password even after reset",200217,,account_access,Sorry for the trouble! Please DM the email associated with your account and we'll help unlock/reset it. ^RT,579911
100218,cust_218,True,2024-01-16,"@ShopHelp this is unacceptable, order 425138 was supposed to arrive 14 days ago and now tracking just stopped updating",200218,,delivery_issue,So sorry to hear that! Send us a DM with order #425138 and we'll start a lost package claim right away. ^RT,425138
100219,cust_219,True,2024-06-23,"@ShopHelp courier marked 918771 as delivered 2 days ago, nothing on my porch, checked with neighbors too",200219,,delivery_issue,"That's really frustrating, we're sorry. Please DM us your order number and address so we can open a carrier investigation and get this resolved. ^KM",918771
100220,cust_220,True,2024-08-25,@ShopHelp how do I cancel my subscription? can't find the option anywhere on the app,200220,,cancellation,No problem! DM us your order number right away — if it hasn't shipped yet we can cancel it for you. ^AS,879414
100221,cust_221,True,2024-07-12,@ShopHelp my package for order 936020 shows delivered but I never got it. This is the second time this month!!,200221,,delivery_issue,We hate to hear that — please DM your order number and a photo of the damage so we can process a replacement. ^AS,936020
100222,cust_222,True,2024-02-12,"@ShopHelp need a refund on order 962287, product is defective, already contacted support twice with no response",200222,,refund_request,Apologies for the inconvenience — please DM your order number and we'll check the refund status and escalate if it's past the window. ^RT,962287
100223,cust_223,True,2024-08-21,"@ShopHelp this is unacceptable, order 410000 was supposed to arrive 6 days ago and now tracking just stopped updating",200223,,delivery_issue,"That's really frustrating, we're sorry. Please DM us your order number and address so we can open a carrier investigation and get this resolved. ^KM",410000
100224,cust_224,True,2024-01-12,"@ShopHelp refund for 862120 still hasn't hit my card after 7 days, your policy says 5-7 business days",200224,,refund_request,Apologies for the inconvenience — please DM your order number and we'll check the refund status and escalate if it's past the window. ^RT,862120
100225,cust_225,True,2024-01-14,"@ShopHelp lamp from order 525942 is missing parts, can barely use it",200225,,product_defect,So sorry to hear that! Please DM us your order number and a photo of the issue so we can arrange a replacement or refund. ^AS,525942
100226,cust_226,True,2024-04-21,"@ShopHelp need to cancel order 811027 ASAP, ordered wrong size",200226,,cancellation,No problem! DM us your order number right away — if it hasn't shipped yet we can cancel it for you. ^AS,811027
100227,cust_227,True,2024-08-21,"@ShopHelp order 694799 arrived completely crushed, box was soaking wet too",200227,,delivery_issue,We hate to hear that — please DM your order number and a photo of the damage so we can process a replacement. ^AS,694799
100228,cust_228,True,2024-06-22,"@ShopHelp order 900152 arrived completely crushed, box was soaking wet too",200228,,delivery_issue,We hate to hear that — please DM your order number and a photo of the damage so we can process a replacement. ^AS,900152
100229,cust_229,True,2024-03-25,@ShopHelp my package for order 392227 shows delivered but I never got it. This is the second time this month!!,200229,,delivery_issue,We hate to hear that — please DM your order number and a photo of the damage so we can process a replacement. ^AS,392227
100230,cust_230,True,2024-04-19,"@ShopHelp need a refund on order 688956, product is defective, already contacted support twice with no response",200230,,refund_request,Apologies for the inconvenience — please DM your order number and we'll check the refund status and escalate if it's past the window. ^RT,688956
100231,cust_231,True,2024-08-15,"@ShopHelp I can't log into my account, keeps saying invalid password even after reset",200231,,account_access,Sorry for the trouble! Please DM the email associated with your account and we'll help unlock/reset it. ^RT,615060
100232,cust_232,True,2024-02-27,"@ShopHelp please cancel order 566732, hasn't shipped yet I hope",200232,,cancellation,We can help with that — DM us your account email and we'll walk you through cancelling the subscription. ^RT,566732
100233,cust_233,True,2024-02-16,"@ShopHelp need a refund on order 414527, product is defective, already contacted support twice with no response",200233,,refund_request,We're sorry for the delay! Refunds can take 5-7 business days to post once we receive the return. Can you DM your order # so we can verify it's been processed on our end? ^KM,414527
100234,cust_234,True,2024-08-27,"@ShopHelp charged $89 more than what the checkout page showed for order 348235, this better get fixed",200234,,billing_dispute,That shouldn't happen — DM us order #348235 and we'll look into the charge discrepancy right away. ^RT,348235
100235,cust_235,True,2024-08-26,"@ShopHelp tracking says 'label created' for 3 days now on order 190403, is it actually shipped??",200235,,order_status,Thanks for flagging this! Could you DM us order #190403 along with your shipping address so we can pull up the exact status? ^AS,190403
100236,cust_236,True,2024-08-24,"@ShopHelp need a refund on order 529322, product is defective, already contacted support twice with no response",200236,,refund_request,We're sorry for the delay! Refunds can take 5-7 business days to post once we receive the return. Can you DM your order # so we can verify it's been processed on our end? ^KM,529322
100237,cust_237,True,2024-03-23,"@ShopHelp not receiving the password reset email, checked spam too",200237,,account_access,Sorry for the trouble! Please DM the email associated with your account and we'll help unlock/reset it. ^RT,461249
100238,cust_238,True,2024-03-15,@ShopHelp where's my refund for order 158104?? you people took the item back but never gave my money,200238,,refund_request,Apologies for the inconvenience — please DM your order number and we'll check the refund status and escalate if it's past the window. ^RT,158104
100239,cust_239,True,2024-05-16,"@ShopHelp courier marked 843788 as delivered 5 days ago, nothing on my porch, checked with neighbors too",200239,,delivery_issue,"That's really frustrating, we're sorry. Please DM us your order number and address so we can open a carrier investigation and get this resolved. ^KM",843788
100240,cust_240,True,2024-09-12,"@ShopHelp jacket from order 677599 is missing parts, can barely use it",200240,,product_defect,That's not the experience we want for you — DM us order #677599 with photos and we'll get this sorted quickly. ^KM,677599
100241,cust_241,True,2024-01-12,"@ShopHelp need a refund on order 276827, product is defective, already contacted support twice with no response",200241,,refund_request,We're sorry for the delay! Refunds can take 5-7 business days to post once we receive the return. Can you DM your order # so we can verify it's been processed on our end? ^KM,276827
100242,cust_242,True,2024-01-25,"@ShopHelp just checking in on my order 772612, still says processing",200242,,order_status,"Hey there, we understand the concern. Please send us a DM with your order # and email on file and we'll investigate right away. ^RT",772612
100243,cust_243,True,2024-07-19,@ShopHelp how do I cancel my subscription? can't find the option anywhere on the app,200243,,cancellation,No problem! DM us your order number right away — if it hasn't shipped yet we can cancel it for you. ^AS,672079
100244,cust_244,True,2024-08-24,"@ShopHelp refund for 822063 still hasn't hit my card after 2 days, your policy says 5-7 business days",200244,,refund_request,Apologies for the inconvenience — please DM your order number and we'll check the refund status and escalate if it's past the window. ^RT,822063
100245,cust_245,True,2024-06-22,"Hi @ShopHelp, can you tell me the status of order #736129? No shipping confirmation yet.",200245,,order_status,Thanks for flagging this! Could you DM us order #736129 along with your shipping address so we can pull up the exact status? ^AS,736129
100246,cust_246,True,2024-04-24,@ShopHelp hey where is my order #488539? placed it 14 days ago and tracking hasn't moved,200246,,order_status,"Hey there, we understand the concern. Please send us a DM with your order # and email on file and we'll investigate right away. ^RT",488539
100247,cust_247,True,2024-05-22,@ShopHelp hey where is my order #571435? placed it 5 days ago and tracking hasn't moved,200247,,order_status,Hi! Sorry for the wait — let's take a look. Can you DM us your order number and zip code so we can check the latest tracking update? ^KM,571435
100248,cust_248,True,2024-04-15,@ShopHelp how do I cancel my subscription? can't find the option anywhere on the app,200248,,cancellation,We can help with that — DM us your account email and we'll walk you through cancelling the subscription. ^RT,538446
100249,cust_249,True,2024-01-12,"@ShopHelp need a refund on order 639728, product is defective, already contacted support twice with no response",200249,,refund_request,Apologies for the inconvenience — please DM your order number and we'll check the refund status and escalate if it's past the window. ^RT,639728
100250,cust_250,True,2024-01-11,"@ShopHelp your customer service is honestly the worst, been on hold for 40 minutes",200250,,general_complaint,That's not the experience we want you to have — please DM us so we can dig into this personally. ^RT,629996
100251,cust_251,True,2024-07-14,@ShopHelp my package for order 726543 shows delivered but I never got it. This is the second time this month!!,200251,,delivery_issue,"That's really frustrating, we're sorry. Please DM us your order number and address so we can open a carrier investigation and get this resolved. ^KM",726543
100252,cust_252,True,2024-07-11,@ShopHelp how do I cancel my subscription? can't find the option anywhere on the app,200252,,cancellation,No problem! DM us your order number right away — if it hasn't shipped yet we can cancel it for you. ^AS,862847
100253,cust_253,True,2024-07-26,"@ShopHelp order 304110 arrived with a cracked screen on the lamp, box looked fine so it must've shipped that way",200253,,product_defect,So sorry to hear that! Please DM us your order number and a photo of the issue so we can arrange a replacement or refund. ^AS,304110
100254,cust_254,True,2024-02-22,"@ShopHelp I returned item from order 676566 over 2 weeks ago and still no refund, this is ridiculous",200254,,refund_request,We're sorry for the delay! Refunds can take 5-7 business days to post once we receive the return. Can you DM your order # so we can verify it's been processed on our end? ^KM,676566
100255,cust_255,True,2024-09-22,"@ShopHelp order 455556 arrived completely crushed, box was soaking wet too",200255,,delivery_issue,"That's really frustrating, we're sorry. Please DM us your order number and address so we can open a carrier investigation and get this resolved. ^KM",455556
100256,cust_256,True,2024-09-24,"@ShopHelp need a refund on order 147504, product is defective, already contacted support twice with no response",200256,,refund_request,Apologies for the inconvenience — please DM your order number and we'll check the refund status and escalate if it's past the window. ^RT,147504
100257,cust_257,True,2024-03-22,"@ShopHelp just checking in on my order 640546, still says processing",200257,,order_status,"Hey there, we understand the concern. Please send us a DM with your order # and email on file and we'll investigate right away. ^RT",640546
100258,cust_258,True,2024-05-25,@ShopHelp what are your store hours for the downtown location tomorrow?,200258,,other,Hi! You can find store hours on our website's Store Locator page. Let us know if you need help finding it! ^AS,875232
100259,cust_259,True,2024-01-25,"@ShopHelp charged $89 more than what the checkout page showed for order 486251, this better get fixed",200259,,billing_dispute,That shouldn't happen — DM us order #486251 and we'll look into the charge discrepancy right away. ^RT,486251
